Id,SalePrice
1461,187658.10776717373
1462,133608.52016528402
1463,198032.63203571938
1464,217655.9452043476
1465,178981.95238999903
1466,160918.44965164884
1467,158682.99742879768
1468,159555.5761181618
1469,204429.27386830343
1470,87572.10948122934
1471,165123.70040908866
1472,79403.92959407075
1473,103131.92181517708
1474,180557.86888554972
1475,123464.99211976626
1476,385489.49251154874
1477,335909.1002097311
1478,380825.0159223921
1479,230339.79428901692
1480,537776.9948349413
1481,272291.2079271562
1482,192656.5692092321
1483,193384.8783667101
1484,65880.19917477724
1485,220016.1838637767
1486,170823.8455463373
1487,327578.51336400956
1488,500758.8470637918
1489,209522.73364209928
1490,226680.51263383857
1491,192936.35353421626
1492,122916.02116633159
1493,217615.25596737172
1494,376004.3446852848
1495,306785.92901825794
1496,188722.72471662879
1497,148727.84912579958
1498,205172.11502069316
1499,115135.07065814851
1500,153381.85665040737
1501,169725.45169289643
1502,113158.19929352541
1503,469870.78162549203
1504,255697.71370510155
1505,258927.63604085462
1506,215035.06100802444
1507,275257.5450548581
1508,299976.3039134388
1509,150637.73475209472
1510,182440.70234405575
1511,227622.39529237745
1512,198915.675998268
1513,174097.8362347326
1514,265012.12917625776
1515,296662.7048718901
1516,140844.499213262
1517,191850.7362545969
1518,147566.6563823034
1519,231438.45071942985
1520,130074.06080835388
1521,153229.36108075816
1522,204930.67997178173
1523,146062.19255528503
1524,150471.34869541446
1525,125051.34838840301
1526,141223.03042175638
1527,115709.47941563324
1528,127678.12063417425
1529,190592.4642905368
1530,300951.16838681884
1531,108139.80243920366
1532,96692.32799627601
1533,148338.86365884804
1534,85734.5051900318
1535,118601.46128923423
1536,82660.94352438416
1537,27843.999118712876
1538,138387.6933669397
1539,320228.768907528
1540,91203.12147373929
1541,229416.88763018322
1542,189375.40093025548
1543,184712.5864150584
1544,84668.80094708983
1545,96689.564839987
1546,219771.6011411143
1547,188710.04081728146
1548,189658.71437287307
1549,123061.53319488285
1550,139714.50949867052
1551,63000.19276219442
1552,201085.97069259288
1553,175718.7415136879
1554,124910.88190771571
1555,139992.8347115267
1556,43182.70232019868
1557,108102.60926886728
1558,128067.67702758686
1559,26846.161907795795
1560,72519.31942368606
1561,182255.34771590802
