Id,SalePrice
1461,166361.99199519138
1462,166361.99199519138
1463,166361.99199519138
1464,166361.99199519138
1465,166361.99199519138
1466,166361.99199519138
1467,166361.99199519138
1468,166361.99199519138
1469,166361.99199519138
1470,166361.99199519138
1471,166361.99199519138
1472,166361.99199519138
1473,166361.99199519138
1474,166361.99199519138
1475,166361.99199519138
1476,166361.99199519138
1477,166361.99199519138
1478,166361.99199519138
1479,166361.99199519138
1480,166361.99199519138
1481,166361.99199519138
1482,166361.99199519138
1483,166361.99199519138
1484,166361.99199519138
1485,166361.99199519138
1486,166361.99199519138
1487,166361.99199519138
1488,166361.99199519138
1489,166361.99199519138
1490,166361.99199519138
1491,166361.99199519138
1492,166361.99199519138
1493,166361.99199519138
1494,166361.99199519138
1495,166361.99199519138
1496,166361.99199519138
1497,166361.99199519138
1498,166361.99199519138
1499,166361.99199519138
1500,166361.99199519138
1501,166361.99199519138
1502,166361.99199519138
1503,166361.99199519138
1504,166361.99199519138
1505,166361.99199519138
1506,166361.99199519138
1507,166361.99199519138
1508,166361.99199519138
1509,166361.99199519138
1510,166361.99199519138
1511,166361.99199519138
1512,166361.99199519138
1513,166361.99199519138
1514,166361.99199519138
1515,166361.99199519138
1516,166361.99199519138
1517,166361.99199519138
1518,166361.99199519138
1519,166361.99199519138
1520,166361.99199519138
1521,166361.99199519138
1522,166361.99199519138
1523,166361.99199519138
1524,166361.99199519138
1525,166361.99199519138
1526,166361.99199519138
1527,166361.99199519138
1528,166361.99199519138
1529,166361.99199519138
1530,166361.99199519138
1531,166361.99199519138
1532,166361.99199519138
1533,166361.99199519138
1534,166361.99199519138
1535,166361.99199519138
1536,166361.99199519138
1537,166361.99199519138
1538,166361.99199519138
1539,166361.99199519138
1540,166361.99199519138
1541,166361.99199519138
1542,166361.99199519138
1543,166361.99199519138
1544,166361.99199519138
1545,166361.99199519138
1546,166361.99199519138
1547,166361.99199519138
1548,166361.99199519138
1549,166361.99199519138
1550,166361.99199519138
1551,166361.99199519138
1552,166361.99199519138
1553,166361.99199519138
1554,166361.99199519138
1555,166361.99199519138
1556,166361.99199519138
1557,166361.99199519138
1558,166361.99199519138
1559,166361.99199519138
1560,166361.99199519138
1561,166361.99199519138
1562,166361.99199519138
1563,166361.99199519138
1564,166361.99199519138
1565,166361.99199519138
1566,166361.99199519138
1567,166361.99199519138
1568,166361.99199519138
1569,166361.99199519138
1570,166361.99199519138
1571,166361.99199519138
1572,166361.99199519138
1573,166361.99199519138
1574,166361.99199519138
1575,166361.99199519138
1576,166361.99199519138
1577,166361.99199519138
1578,166361.99199519138
1579,166361.99199519138
1580,166361.99199519138
1581,166361.99199519138
1582,166361.99199519138
1583,166361.99199519138
1584,166361.99199519138
1585,166361.99199519138
1586,166361.99199519138
1587,166361.99199519138
1588,166361.99199519138
1589,166361.99199519138
1590,166361.99199519138
1591,166361.99199519138
1592,166361.99199519138
1593,166361.99199519138
1594,166361.99199519138
1595,166361.99199519138
1596,166361.99199519138
1597,166361.99199519138
1598,166361.99199519138
1599,166361.99199519138
1600,166361.99199519138
1601,166361.99199519138
1602,166361.99199519138
1603,166361.99199519138
1604,166361.99199519138
1605,166361.99199519138
1606,166361.99199519138
1607,166361.99199519138
1608,166361.99199519138
1609,166361.99199519138
1610,166361.99199519138
1611,166361.99199519138
1612,166361.99199519138
1613,166361.99199519138
1614,166361.99199519138
1615,166361.99199519138
1616,166361.99199519138
1617,166361.99199519138
1618,166361.99199519138
1619,166361.99199519138
1620,166361.99199519138
1621,166361.99199519138
1622,166361.99199519138
1623,166361.99199519138
1624,166361.99199519138
1625,166361.99199519138
1626,166361.99199519138
1627,166361.99199519138
1628,166361.99199519138
1629,166361.99199519138
1630,166361.99199519138
1631,166361.99199519138
1632,166361.99199519138
1633,166361.99199519138
1634,166361.99199519138
1635,166361.99199519138
1636,166361.99199519138
1637,166361.99199519138
1638,166361.99199519138
1639,166361.99199519138
1640,166361.99199519138
1641,166361.99199519138
1642,166361.99199519138
1643,166361.99199519138
1644,166361.99199519138
1645,166361.99199519138
1646,166361.99199519138
1647,166361.99199519138
1648,166361.99199519138
1649,166361.99199519138
1650,166361.99199519138
1651,166361.99199519138
1652,166361.99199519138
1653,166361.99199519138
1654,166361.99199519138
1655,166361.99199519138
1656,166361.99199519138
1657,166361.99199519138
1658,166361.99199519138
1659,166361.99199519138
1660,166361.99199519138
1661,166361.99199519138
1662,166361.99199519138
1663,166361.99199519138
1664,166361.99199519138
1665,166361.99199519138
1666,166361.99199519138
1667,166361.99199519138
1668,166361.99199519138
1669,166361.99199519138
1670,166361.99199519138
1671,166361.99199519138
1672,166361.99199519138
1673,166361.99199519138
1674,166361.99199519138
1675,166361.99199519138
1676,166361.99199519138
1677,166361.99199519138
1678,166361.99199519138
1679,166361.99199519138
1680,166361.99199519138
1681,166361.99199519138
1682,166361.99199519138
