Id,SalePrice
1461,124147.91674372544
1462,154956.8691740134
1463,189827.0031820102
1464,205059.12549113974
1465,206653.20693978315
1466,167546.35649388484
1467,179234.12000695165
1468,162992.70896166106
1469,192507.00110051426
1470,117420.62692921696
1471,181822.2996543454
1472,97539.84562060222
1473,96834.1861529652
1474,149683.25223553902
1475,112848.21124291634
1476,377547.2395999356
1477,247282.1709198557
1478,318962.82312299655
1479,287371.80656919803
1480,463999.94162850804
1481,334008.56421658554
1482,216563.68218129696
1483,179031.78034366513
1484,161051.46676290606
1485,196691.66968006047
1486,195299.47592161637
1487,332943.7538241167
1488,230256.05072802957
1489,195935.55620479217
1490,242400.75110945516
1491,197254.88748370885
1492,94283.50797040203
1493,175560.077251592
1494,312687.3185595416
1495,301713.37835978623
1496,228680.47555259775
1497,170302.38285367662
1498,179999.57147118368
1499,165505.8035960111
1500,154657.05012053752
1501,172472.06062828147
1502,146570.15827327294
1503,240721.69733989894
1504,251581.51676598575
1505,229311.10527732014
1506,186912.59460409975
1507,234900.1356269388
1508,200960.3771310937
1509,164603.66286891937
1510,147316.43094543298
1511,159653.7728900369
1512,171954.66632619567
1513,142058.48015877267
1514,157777.8493488814
1515,204726.29741735043
1516,157312.42190494933
1517,169203.68465445997
1518,130909.06108439487
1519,201946.28324294012
1520,126508.27830071082
1521,130380.60316668481
1522,181853.7469763755
1523,110427.23723076687
1524,126155.7592476767
1525,123258.56119348263
1526,110296.96693894533
1527,103449.94637559557
1528,132367.82892546093
1529,161829.54401594397
1530,198280.4810841171
1531,110896.28478872457
1532,93099.12050757169
1533,147303.6820272271
1534,121330.922043428
1535,149633.57843422197
1536,110511.78913516947
1537,69903.31197647446
1538,150795.89475037935
1539,200800.04724287233
1540,87627.36954588356
1541,152224.33727902916
1542,146831.35575638947
1543,186305.0516770798
1544,86197.56432014974
1545,112907.79342281104
1546,142300.51424862698
1547,144349.72683456892
1548,139425.94958996036
1549,118791.54350958683
1550,133765.76344843456
1551,98882.52257523508
1552,135610.3682080635
1553,141812.87250754004
1554,112827.53758201806
1555,169364.0727603454
1556,96869.5306859741
1557,111070.62188406294
1558,101412.65042928391
1559,78843.69270070369
1560,142056.96725483792
1561,117479.5443653787
1562,130942.16196334134
1563,119368.74925592911
1564,155339.5433945621
1565,155360.02963860726
1566,249287.11264500936
1567,73298.50933799676
1568,235755.92910829314
1569,127997.43682730687
1570,137177.77729256765
1571,118655.97385192121
1572,142125.5764297729
1573,222036.41848463382
1574,119700.38857622656
1575,229506.85232872333
1576,237574.7386859701
1577,177466.8527992554
1578,137776.818714706
1579,144614.89090560138
1580,198724.38259230176
1581,162146.91257409976
1582,128299.24402185706
1583,285156.76303440786
1584,210946.21189740452
1585,136997.98675056474
1586,71723.79238998807
1587,115278.8057441708
1588,154158.25253790195
1589,100543.90705439415
1590,126792.29691977444
1591,93723.81148599535
1592,113812.66882930932
1593,120404.56089928179
1594,123717.21114553971
1595,113463.50127873491
1596,213151.15958133104
1597,208800.2498439447
1598,242316.28871947282
1599,179442.42384146192
1600,168173.00248091412
1601,69048.11288605224
1602,113851.94505763956
1603,70604.24591690874
1604,269011.379284405
1605,237108.5162392465
1606,160743.44723236587
1607,175102.41857979758
1608,212594.32262878036
1609,182430.16688384805
1610,157430.77343947804
1611,137622.92668727593
1612,171464.3613329816
